MOVIEID,TITLE,GENRES,TOTALRATERS,TOTALRATINGS,AVGRATING,AVGGENOMERELEVANCE,TAGCOUNT,OPPORTUNITYTYPE,PRIORITYSCORE,ACTIONPRIORITY,RECOMMENDEDACTION
6848,Kingdom of the Spiders (1977),Horror|Sci-Fi,81,81,2.46,0.103,1128,Standard,6,STANDARD,Monitor standard performance metrics.
5277,"Evil That Men Do, The (1984)",Action|Thriller,42,42,2.46,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
641,"Little Indian, Big City (Un indien dans la ville) (1994)",Adventure|Children|Comedy,80,80,2.46,0.076,1128,Standard,6,STANDARD,Monitor standard performance metrics.
26843,Three of Hearts (1993),Comedy|Romance,13,13,2.46,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
5746,Galaxy of Terror (Quest) (1981),Action|Horror|Mystery|Sci-Fi,59,59,2.46,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
31079,Son of Godzilla (Kaijûtô no kessen: Gojira no musuko) (1967),Sci-Fi,84,84,2.46,0.093,1128,Standard,6,STANDARD,Monitor standard performance metrics.
4684,Worth Winning (1989),Comedy,58,58,2.46,0.126,1128,Standard,6,STANDARD,Monitor standard performance metrics.
8704,For Queen and Country (1988),Drama,14,14,2.46,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
79494,Safe Sex (1999),Comedy,26,26,2.46,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
55329,Alien Autopsy (2006),Comedy|Sci-Fi,28,28,2.46,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
86725,We Are What We Are (Somos lo que hay) (2010),Drama|Horror,12,12,2.46,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
7267,Who's the Man? (1993),Comedy,42,42,2.46,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
59290,Klimt (2006),Drama,28,28,2.46,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
3443,Born American (1986),Action|Drama|Thriller,60,60,2.46,0.116,1128,Standard,6,STANDARD,Monitor standard performance metrics.
7385,Twentynine Palms (2003),Drama|Horror,56,56,2.45,0.129,1128,Standard,6,STANDARD,Monitor standard performance metrics.
52548,Slow Burn (2005),Drama|Mystery|Thriller,10,10,2.45,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
89208,Walled In (2009),Horror|Thriller,10,10,2.45,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
3294,Eaten Alive (1977),Horror,47,47,2.45,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
75404,ZMD: Zombies of Mass Destruction (2009),Comedy|Horror,22,22,2.45,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
8717,Slaughter of the Innocents (1993),Crime|Horror|Mystery|Thriller,10,10,2.45,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
1462,Unforgotten: Twenty-Five Years After Willowbrook (1996),Documentary,20,20,2.45,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
34511,Man-Thing (2005),Action|Horror|Sci-Fi,10,10,2.45,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
7477,Eye See You (D-Tox) (2002),Horror|Thriller,46,46,2.45,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
27445,Avenging Angelo (2002),Action|Comedy|Crime,19,19,2.45,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
5554,Wild in the Country (1961),Drama,21,21,2.45,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
108689,"I, Frankenstein (2014)",Action|Fantasy|Sci-Fi|IMAX,86,86,2.45,0.109,1128,Standard,6,STANDARD,Monitor standard performance metrics.
81993,Red: Werewolf Hunter (2010),Action|Fantasy|Horror,11,11,2.45,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
80924,Where the Red Fern Grows (2003),Drama,11,11,2.45,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
3321,"Waiting Game, The (2000)",Comedy,10,10,2.45,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
68513,Wild Things: Diamonds in the Rough (2005),Mystery|Thriller,21,21,2.45,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
6788,Angie (1994),Comedy|Drama|Romance,95,95,2.45,0.07,1128,Standard,6,STANDARD,Monitor standard performance metrics.
53843,O.C. and Stiggs (1985),Comedy,11,11,2.45,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
83616,"Real McCoy, The (1999)",Drama,10,10,2.45,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
2317,"Alarmist, The (a.k.a. Life During Wartime) (1997)",Comedy,66,66,2.45,0.063,1128,Standard,6,STANDARD,Monitor standard performance metrics.
86947,Van Diemen's Land (2009),Drama,10,10,2.45,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
8241,Masterminds (1997),Action|Comedy|Thriller,62,62,2.45,0.086,1128,Standard,6,STANDARD,Monitor standard performance metrics.
5315,Chelsea Walls (2001),Drama,84,84,2.45,0.103,1128,Standard,6,STANDARD,Monitor standard performance metrics.
70301,Obsessed (2009),Crime|Drama|Thriller,86,86,2.45,0.083,1128,Standard,6,STANDARD,Monitor standard performance metrics.
81014,Hush (2009),Horror|Thriller,10,10,2.45,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
27524,"Gathering, The (2002)",Horror|Mystery|Thriller,31,31,2.45,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
74681,Pekka ja Pätkä puistotäteinä (1955),Comedy,11,11,2.45,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
51917,Wilderness (2006),Horror|Thriller,24,24,2.44,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
8825,Cheerleader Camp (1987),Comedy|Horror|Mystery,33,33,2.44,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
95717,Treasure Island (2012),Adventure,8,8,2.44,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
50253,David and Bathsheba (1951),Drama|Romance,18,18,2.44,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
74484,Bitch Slap (2009),Action|Comedy|Crime|Thriller,81,81,2.44,0.088,1128,Standard,6,STANDARD,Monitor standard performance metrics.
27172,Joseph and the Amazing Technicolor Dreamcoat (1999),Musical,9,9,2.44,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
3779,Project Moon Base (1953),Sci-Fi,8,8,2.44,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
4402,Dr. Goldfoot and the Bikini Machine (1965),Comedy,61,61,2.44,0.09,1128,Standard,6,STANDARD,Monitor standard performance metrics.
93676,Women Art Revolution (2010),Documentary,8,8,2.44,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
25803,"Vampire Bat, The (1933)",Horror,8,8,2.44,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
27799,Sex Lives of the Potato Men (2004),Comedy,8,8,2.44,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
74287,"Donner Party, The (2009)",Drama|Western,8,8,2.44,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
92214,"Poseidon Adventure, The (2005) ",Action|Adventure|Drama,54,54,2.44,0.126,1128,Standard,6,STANDARD,Monitor standard performance metrics.
4952,Morons From Outer Space (1985),Comedy|Sci-Fi,97,97,2.44,0.108,1128,Standard,6,STANDARD,Monitor standard performance metrics.
86449,Abominable (2006),Horror,9,9,2.44,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
32141,Return to Peyton Place (1961),Drama,24,24,2.44,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
60189,Archangel (1990),Comedy,18,18,2.44,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
54778,Illegal Tender (2007),Crime|Drama|Thriller,9,9,2.44,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
2235,One Man's Hero (1999),Drama|War,32,32,2.44,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
66025,Go Go Tales (2007),Comedy|Drama,8,8,2.44,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
94480,"Scorpion King 2: Rise of a Warrior, The (2008)",Action|Adventure|Fantasy,41,41,2.44,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
26569,Dead End Drive-In (1986),Action|Drama|Horror|Sci-Fi|Thriller,9,9,2.44,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
55036,Gotti (1996),Crime|Drama,8,8,2.44,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
110968,Pompeii (2014),Action|Adventure|Drama,69,69,2.43,0.115,1128,Standard,6,STANDARD,Monitor standard performance metrics.
2242,"Grandview, U.S.A. (1984)",Drama,66,66,2.43,0.081,1128,Standard,6,STANDARD,Monitor standard performance metrics.
6129,Six Weeks (1982),Drama,42,42,2.43,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
96537,Backwoods (Bosque de sombras) (2006),Drama|Thriller,7,7,2.43,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
2845,Whiteboyz (1999),Comedy|Drama,43,43,2.43,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
3162,Simpatico (1999),Comedy|Drama,93,93,2.43,0.106,1128,Standard,6,STANDARD,Monitor standard performance metrics.
4057,Kids World (2000),Adventure|Children|Comedy,15,15,2.43,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
5703,Wholly Moses (1980),Comedy,76,76,2.43,0.122,1128,Standard,6,STANDARD,Monitor standard performance metrics.
83590,Zotz! (1962),Comedy|Fantasy|Horror,7,7,2.43,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
5884,Chopper Chicks in Zombietown (1989),Comedy|Horror,69,69,2.43,0.105,1128,Standard,6,STANDARD,Monitor standard performance metrics.
78748,Beetle Queen Conquers Tokyo (2009),Documentary,7,7,2.43,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
82465,It's Alive III: Island of the Alive (1987),Comedy|Drama|Horror|Sci-Fi,7,7,2.43,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
5761,"Legend of the Lone Ranger, The (1981)",Western,63,63,2.43,0.098,1128,Standard,6,STANDARD,Monitor standard performance metrics.
2218,Juno and the Paycock (1930),Drama,43,43,2.43,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
1107,Loser (1991),Comedy,83,83,2.43,0.091,1128,Standard,6,STANDARD,Monitor standard performance metrics.
1714,Never Met Picasso (1996),Romance,36,36,2.43,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
105121,Inescapable (2012),Action|Drama|War,7,7,2.43,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
75374,Joy Ride 2: Dead Ahead (2008),Action|Horror|Thriller,7,7,2.43,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
115471,Extraterrestrial (2014),Horror|Sci-Fi,7,7,2.43,0.108,1128,Standard,6,STANDARD,Monitor standard performance metrics.
92719,Tim and Eric's Billion Dollar Movie (2012),Comedy,41,41,2.43,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
4421,"Blackout, The (1997)",Drama,30,30,2.43,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
91429,12 Days of Terror (2005),Drama|Horror|Thriller,7,7,2.43,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
79802,Lion's Den (Leonera) (2008),Drama,7,7,2.43,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
117372,V/H/S: Viral (2014),Horror|Thriller,7,7,2.43,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
74754,"Room, The (2003)",Comedy|Drama|Romance,156,156,2.43,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
102735,Captain America (1979),Action|Drama,7,7,2.43,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
32216,Into the Sun (2005),Action|Adventure|Thriller,12,12,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
87081,Penny Dreadful (2006),Horror|Thriller,12,12,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
113112,Video Games: The Movie (2014),Documentary,13,13,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
97785,Silent Hill: Revelation 3D (2012),Horror|Mystery|Thriller,79,79,2.42,0.081,1128,Standard,6,STANDARD,Monitor standard performance metrics.
6275,Square Dance (1987),Drama|Romance,18,18,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
1524,"Turning, The (1992)",Drama,20,20,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
4827,"Boogeyman, The (1980)",Horror,72,72,2.42,0.089,1128,Standard,6,STANDARD,Monitor standard performance metrics.
83916,Blues in the Night (1941),Drama|Film-Noir|Musical,6,6,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
71302,Attack of the 50 Foot Woman (1958),Comedy|Sci-Fi,48,48,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
1630,"Lay of the Land, The (1997)",Comedy|Drama,18,18,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
86626,Socialism (Film socialisme) (2010),Drama,12,12,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
4374,Let It Snow (1999),Comedy|Romance,19,19,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
107987,Diana (2013),Drama|Romance,13,13,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
91688,Salvation Boulevard (2011),Comedy|Thriller,12,12,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
5084,Caged Heat (1974),Action,48,48,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
5542,"Nightmare City (a.k.a. City of the Walking Dead) (a.k.a. Invasión de los zombies atómicos, La) (Incubo sulla città contaminata) (1980)",Action|Horror,51,51,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
1843,Slappy and the Stinkers (1998),Children|Comedy,39,39,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
95898,"Craigslist Killer, The (2011) ",Crime|Drama|Thriller,6,6,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
32385,"Toolbox Murders, The (1978)",Horror|Thriller,43,43,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
84553,Pekka ja Pätkä salapoliiseina (1957),Comedy,6,6,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
57430,Welcome to L.A. (1976),Drama|Musical,6,6,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
27889,Hell's Gate 11:11 (2004),Horror|Thriller,6,6,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
26638,Prison (1988),Crime|Drama|Horror|Thriller,12,12,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
49205,"Return, The (2006)",Sci-Fi|Thriller,83,83,2.42,0.092,1128,Standard,6,STANDARD,Monitor standard performance metrics.
78579,Tell-Tale (2009),Drama|Horror|Sci-Fi|Thriller,13,13,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
5583,"Devil Bat, The (1940)",Crime|Horror|Mystery|Sci-Fi,57,57,2.42,0.066,1128,Standard,6,STANDARD,Monitor standard performance metrics.
87425,Vääpeli Körmy - Taisteluni (1994),Comedy,12,12,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
8821,Harum Scarum (1965),Comedy|Musical,39,39,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
2477,Firewalker (1986),Adventure,312,312,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
110181,"Green Slime, The (1968)",Drama|Horror|Sci-Fi,6,6,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
66789,Screamers: The Hunting (2009),Sci-Fi|Thriller,45,45,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
112277,Haunt (2013),Horror|Mystery,6,6,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
8742,Night Patrol (1984),Comedy,20,20,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
7296,Face (2002),Comedy,6,6,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
85344,Melissa P. (2005),Drama,6,6,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
3376,"Fantastic Night, The (Nuit fantastique, La) (1942)",Romance,6,6,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
6089,"J. Gang Meets Dynamite Harry, The (Jönssonligan & DynamitHarry) (1982)",Comedy|Crime,30,30,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
100452,"Devil's Tomb, The (2009)",Action|Horror|Sci-Fi|Thriller,6,6,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
8382,Hello Again (1987),Comedy,80,80,2.42,0.082,1128,Standard,6,STANDARD,Monitor standard performance metrics.
86410,"Resident, The (2011)",Drama|Horror|Thriller,42,42,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
71239,"Brøken, The (a.k.a. Broken, The) (2008)",Drama|Horror|Thriller,33,33,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
119964,A Merry Friggin' Christmas (2014),Comedy,6,6,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
84794,What Is It? (2005),Drama,6,6,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
72124,Vital Signs (1990),Drama,6,6,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
105945,29 Palms (2002),Comedy|Drama|Thriller,6,6,2.42,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
78011,Me and Morrison (Minä ja Morrison) (2001),Romance,28,28,2.41,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
5967,Legend of the Lost (1957),Adventure,11,11,2.41,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
1532,Sprung (1997),Comedy,62,62,2.41,0.115,1128,Standard,6,STANDARD,Monitor standard performance metrics.
31747,The Boyfriend School (1990),Comedy|Romance,52,52,2.41,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
67871,Rest Stop (2006),Horror|Thriller,28,28,2.41,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
4604,Homer & Eddie (1989),Drama,16,16,2.41,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
72310,"Chronicle of Anna Magdalena Bach, The (Chronik der Anna Magdalena Bach) (1968)",Drama,11,11,2.41,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
50628,Dirty Sanchez: The Movie (2006),Comedy,11,11,2.41,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
5897,"Noah's Arc Principle, The (Arche Noah Prinzip, Das) (1984)",Sci-Fi,11,11,2.41,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
8792,Octane (2003),Horror|Thriller,28,28,2.41,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
114044,Honeymoon (2014),Horror,11,11,2.41,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
95193,Pocahontas II: Journey to a New World (1998) ,Adventure|Animation|Children,27,27,2.41,0.088,1128,Standard,6,STANDARD,Monitor standard performance metrics.
46613,Mimic: Sentinel (2003),Horror|Sci-Fi|Thriller,22,22,2.41,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
812,Magic Hunter (Büvös vadász) (1994),Drama,35,35,2.41,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
83320,Skidoo (1968),Comedy,11,11,2.41,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
6137,Sword of the Valiant (1984),Action|Adventure|Fantasy|Romance,23,23,2.41,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
6563,Masked & Anonymous (2003),Comedy|Drama,76,76,2.41,0.083,1128,Standard,6,STANDARD,Monitor standard performance metrics.
7393,"Slugger's Wife, The (1985)",Comedy|Romance,35,35,2.41,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
