USERID,MOVIES_RATED,TOTAL_RATINGS,AVG_RATING_GIVEN,RATING_VARIANCE,TOTAL_TAGS_APPLIED,TAGS_PER_MOVIE_RATIO,USER_ENGAGEMENT_TIER,RATING_STYLE,RATING_PATTERN,TAGGING_BEHAVIOR
78821,146,146,4.09,0.73,109,0.75,Regular User,Generous Rater,Consistent (Low Variance),High Tagger
77672,159,159,3.89,0.74,120,0.75,Power User,Balanced Rater,Consistent (Low Variance),High Tagger
42890,253,253,4.22,0.42,189,0.75,Power User,Generous Rater,Consistent (Low Variance),High Tagger
91362,56,56,3.54,0.85,42,0.75,Casual User,Balanced Rater,Moderate Variance,High Tagger
85993,34,34,4.12,0.57,25,0.74,Light User,Generous Rater,Consistent (Low Variance),High Tagger
79167,910,910,3.05,0.66,677,0.74,Power User,Critical Rater,Consistent (Low Variance),High Tagger
129336,192,192,3.36,1.03,142,0.74,Power User,Critical Rater,Moderate Variance,High Tagger
124865,23,23,2.28,1.76,17,0.74,Light User,Very Critical Rater,Discriminating (High Variance),High Tagger
53873,812,812,3.52,0.83,592,0.73,Power User,Balanced Rater,Moderate Variance,High Tagger
105207,75,75,3.89,0.58,55,0.73,Regular User,Balanced Rater,Consistent (Low Variance),High Tagger
91089,43,43,4.3,0.93,31,0.72,Casual User,Generous Rater,Moderate Variance,High Tagger
9912,87,87,3.7,0.91,63,0.72,Regular User,Balanced Rater,Moderate Variance,High Tagger
138436,304,304,3.53,1.13,218,0.72,Power User,Balanced Rater,Moderate Variance,High Tagger
23695,131,131,4.59,0.64,94,0.72,Regular User,Generous Rater,Consistent (Low Variance),High Tagger
101939,194,194,3.32,1.16,137,0.71,Power User,Critical Rater,Moderate Variance,High Tagger
11832,153,153,4.66,0.58,108,0.71,Regular User,Generous Rater,Consistent (Low Variance),High Tagger
41240,34,34,3.41,1.33,24,0.71,Light User,Critical Rater,Discriminating (High Variance),High Tagger
101767,318,318,3.44,1.03,226,0.71,Power User,Critical Rater,Moderate Variance,High Tagger
89386,195,195,3.85,1.11,138,0.71,Power User,Balanced Rater,Moderate Variance,High Tagger
21455,108,108,3.91,0.76,76,0.70,Regular User,Balanced Rater,Consistent (Low Variance),High Tagger
55797,66,66,3.45,0.63,46,0.70,Casual User,Critical Rater,Consistent (Low Variance),High Tagger
55795,233,233,3.59,1.21,163,0.70,Power User,Balanced Rater,Discriminating (High Variance),High Tagger
124425,520,520,2.84,0.76,362,0.70,Power User,Very Critical Rater,Consistent (Low Variance),High Tagger
13881,27,27,3.28,0.55,19,0.70,Light User,Critical Rater,Consistent (Low Variance),High Tagger
77297,1329,1329,3.8,0.45,934,0.70,Power User,Balanced Rater,Consistent (Low Variance),High Tagger
93623,43,43,4.02,0.86,30,0.70,Casual User,Generous Rater,Moderate Variance,High Tagger
619,256,256,3.64,0.83,179,0.70,Power User,Balanced Rater,Moderate Variance,High Tagger
35466,20,20,4.03,0.73,14,0.70,Light User,Generous Rater,Consistent (Low Variance),High Tagger
104511,256,256,3.47,1.07,180,0.70,Power User,Critical Rater,Moderate Variance,High Tagger
87797,693,693,3.73,0.64,480,0.69,Power User,Balanced Rater,Consistent (Low Variance),High Tagger
99934,94,94,3.51,1.07,65,0.69,Regular User,Balanced Rater,Moderate Variance,High Tagger
91039,48,48,4.5,0.53,33,0.69,Casual User,Generous Rater,Consistent (Low Variance),High Tagger
115609,65,65,4.05,0.58,45,0.69,Casual User,Generous Rater,Consistent (Low Variance),High Tagger
54805,236,236,4.42,0.63,162,0.69,Power User,Generous Rater,Consistent (Low Variance),High Tagger
108538,245,245,4,0.67,170,0.69,Power User,Generous Rater,Consistent (Low Variance),High Tagger
41367,109,109,3.7,1.09,74,0.68,Regular User,Balanced Rater,Moderate Variance,High Tagger
20033,41,41,4.06,0.8,28,0.68,Casual User,Generous Rater,Moderate Variance,High Tagger
18531,111,111,4.11,1.54,75,0.68,Regular User,Generous Rater,Discriminating (High Variance),High Tagger
21891,200,200,3.46,0.84,136,0.68,Power User,Critical Rater,Moderate Variance,High Tagger
5800,37,37,2.69,0.92,25,0.68,Casual User,Very Critical Rater,Moderate Variance,High Tagger
34775,34,34,4.9,0.29,23,0.68,Light User,Generous Rater,Consistent (Low Variance),High Tagger
107619,208,208,3.96,0.68,142,0.68,Power User,Balanced Rater,Consistent (Low Variance),High Tagger
12288,496,496,3.13,0.89,336,0.68,Power User,Critical Rater,Moderate Variance,High Tagger
89330,472,472,3.01,1.17,316,0.67,Power User,Critical Rater,Moderate Variance,High Tagger
124922,900,900,2.97,0.88,603,0.67,Power User,Very Critical Rater,Moderate Variance,High Tagger
1408,24,24,3.38,0.75,16,0.67,Light User,Critical Rater,Consistent (Low Variance),High Tagger
24386,33,33,4.08,0.97,22,0.67,Light User,Generous Rater,Moderate Variance,High Tagger
76914,32,32,4.14,0.88,21,0.66,Light User,Generous Rater,Moderate Variance,High Tagger
57742,88,88,3.8,0.64,58,0.66,Regular User,Balanced Rater,Consistent (Low Variance),High Tagger
21567,41,41,3.79,1.05,27,0.66,Casual User,Balanced Rater,Moderate Variance,High Tagger
3871,205,205,4.04,0.64,136,0.66,Power User,Generous Rater,Consistent (Low Variance),High Tagger
66193,47,47,3.96,0.87,31,0.66,Casual User,Balanced Rater,Moderate Variance,High Tagger
110661,35,35,2.87,0.96,23,0.66,Casual User,Very Critical Rater,Moderate Variance,High Tagger
41471,249,249,3.64,1.14,165,0.66,Power User,Balanced Rater,Moderate Variance,High Tagger
20330,186,186,2.98,1.48,121,0.65,Power User,Very Critical Rater,Discriminating (High Variance),High Tagger
42238,103,103,3.96,0.81,67,0.65,Regular User,Balanced Rater,Moderate Variance,High Tagger
13992,23,23,3.48,1.11,15,0.65,Light User,Critical Rater,Moderate Variance,High Tagger
128426,390,390,4.08,1.25,252,0.65,Power User,Generous Rater,Discriminating (High Variance),High Tagger
43488,51,51,4.64,0.73,33,0.65,Casual User,Generous Rater,Consistent (Low Variance),High Tagger
68413,148,148,4.36,0.62,96,0.65,Regular User,Generous Rater,Consistent (Low Variance),High Tagger
13665,303,303,3.26,1.06,196,0.65,Power User,Critical Rater,Moderate Variance,High Tagger
61929,329,329,4.13,0.66,214,0.65,Power User,Generous Rater,Consistent (Low Variance),High Tagger
38334,62,62,2.43,1.36,40,0.65,Casual User,Very Critical Rater,Discriminating (High Variance),High Tagger
134864,255,255,3.66,0.84,166,0.65,Power User,Balanced Rater,Moderate Variance,High Tagger
74499,56,56,3.75,0.96,36,0.64,Casual User,Balanced Rater,Moderate Variance,High Tagger
45298,236,236,3.29,0.81,152,0.64,Power User,Critical Rater,Moderate Variance,High Tagger
71328,1038,1038,3.75,1.05,662,0.64,Power User,Balanced Rater,Moderate Variance,High Tagger
96541,315,315,3.45,0.99,202,0.64,Power User,Critical Rater,Moderate Variance,High Tagger
72956,644,644,3.26,0.77,410,0.64,Power User,Critical Rater,Consistent (Low Variance),High Tagger
37464,303,303,4.04,0.86,195,0.64,Power User,Generous Rater,Moderate Variance,High Tagger
73123,45,45,4.04,1.11,29,0.64,Casual User,Generous Rater,Moderate Variance,High Tagger
124128,22,22,3.14,1.12,14,0.64,Light User,Critical Rater,Moderate Variance,High Tagger
32785,145,145,3.88,1.25,91,0.63,Regular User,Balanced Rater,Discriminating (High Variance),High Tagger
134995,244,244,3.11,1.1,153,0.63,Power User,Critical Rater,Moderate Variance,High Tagger
119330,94,94,3.93,0.67,59,0.63,Regular User,Balanced Rater,Consistent (Low Variance),High Tagger
75422,593,593,3.69,0.79,375,0.63,Power User,Balanced Rater,Consistent (Low Variance),High Tagger
93627,24,24,3.67,0.66,15,0.63,Light User,Balanced Rater,Consistent (Low Variance),High Tagger
93954,442,442,3.16,0.69,278,0.63,Power User,Critical Rater,Consistent (Low Variance),High Tagger
30817,131,131,3.95,0.7,83,0.63,Regular User,Balanced Rater,Consistent (Low Variance),High Tagger
53877,271,271,3.47,0.83,172,0.63,Power User,Critical Rater,Moderate Variance,High Tagger
118702,90,90,4.26,0.9,57,0.63,Regular User,Generous Rater,Moderate Variance,High Tagger
40643,275,275,3.26,0.94,173,0.63,Power User,Critical Rater,Moderate Variance,High Tagger
73821,358,358,4.12,0.56,221,0.62,Power User,Generous Rater,Consistent (Low Variance),High Tagger
131412,104,104,4.11,0.86,64,0.62,Regular User,Generous Rater,Moderate Variance,High Tagger
137247,201,201,3.22,0.75,125,0.62,Power User,Critical Rater,Consistent (Low Variance),High Tagger
21921,148,148,3.06,0.84,92,0.62,Regular User,Critical Rater,Moderate Variance,High Tagger
59445,756,756,3.5,0.57,469,0.62,Power User,Balanced Rater,Consistent (Low Variance),High Tagger
76878,153,153,3.54,1.17,95,0.62,Regular User,Balanced Rater,Moderate Variance,High Tagger
119515,487,487,3.16,0.9,303,0.62,Power User,Critical Rater,Moderate Variance,High Tagger
42961,121,121,3.62,1.04,75,0.62,Regular User,Balanced Rater,Moderate Variance,High Tagger
25591,517,517,3.35,0.91,322,0.62,Power User,Critical Rater,Moderate Variance,High Tagger
119367,1919,1919,3.52,1.09,1168,0.61,Power User,Balanced Rater,Moderate Variance,High Tagger
27611,41,41,3.95,0.96,25,0.61,Casual User,Balanced Rater,Moderate Variance,High Tagger
30756,54,54,3.85,0.97,33,0.61,Casual User,Balanced Rater,Moderate Variance,High Tagger
115153,153,153,3.33,0.72,93,0.61,Regular User,Critical Rater,Consistent (Low Variance),High Tagger
82472,142,142,3.79,0.76,87,0.61,Regular User,Balanced Rater,Consistent (Low Variance),High Tagger
964,227,227,4.05,0.73,138,0.61,Power User,Generous Rater,Consistent (Low Variance),High Tagger
21033,23,23,4,0.92,14,0.61,Light User,Generous Rater,Moderate Variance,High Tagger
70279,571,571,3.2,1,346,0.61,Power User,Critical Rater,Moderate Variance,High Tagger
49602,546,546,3.76,0.65,334,0.61,Power User,Balanced Rater,Consistent (Low Variance),High Tagger
124175,126,126,3.87,1.21,76,0.60,Regular User,Balanced Rater,Discriminating (High Variance),High Tagger
122523,1165,1165,2.77,1.24,703,0.60,Power User,Very Critical Rater,Discriminating (High Variance),High Tagger
112484,30,30,3.58,0.87,18,0.60,Light User,Balanced Rater,Moderate Variance,High Tagger
110139,757,757,3.71,0.63,453,0.60,Power User,Balanced Rater,Consistent (Low Variance),High Tagger
124102,280,280,3.49,1.11,169,0.60,Power User,Critical Rater,Moderate Variance,High Tagger
56226,496,496,3.97,0.71,300,0.60,Power User,Balanced Rater,Consistent (Low Variance),High Tagger
11242,99,99,3.44,0.98,59,0.60,Regular User,Critical Rater,Moderate Variance,High Tagger
10514,1956,1956,2.68,1.01,1182,0.60,Power User,Very Critical Rater,Moderate Variance,High Tagger
54047,65,65,3.85,0.91,39,0.60,Casual User,Balanced Rater,Moderate Variance,High Tagger
113518,298,298,3.41,0.67,180,0.60,Power User,Critical Rater,Consistent (Low Variance),High Tagger
42245,781,781,2.9,1.2,470,0.60,Power User,Very Critical Rater,Discriminating (High Variance),High Tagger
122877,163,163,4,0.8,98,0.60,Power User,Generous Rater,Moderate Variance,High Tagger
33452,98,98,3.68,0.77,59,0.60,Regular User,Balanced Rater,Consistent (Low Variance),High Tagger
131425,188,188,3.59,0.6,113,0.60,Power User,Balanced Rater,Consistent (Low Variance),High Tagger
33601,82,82,3.85,0.79,48,0.59,Regular User,Balanced Rater,Consistent (Low Variance),High Tagger
104988,95,95,3.17,1.43,56,0.59,Regular User,Critical Rater,Discriminating (High Variance),High Tagger
112334,71,71,3.92,0.71,42,0.59,Regular User,Balanced Rater,Consistent (Low Variance),High Tagger
131620,1005,1005,3.38,0.93,588,0.59,Power User,Critical Rater,Moderate Variance,High Tagger
62656,60,60,3.1,1.65,35,0.58,Casual User,Critical Rater,Discriminating (High Variance),High Tagger
94130,26,26,4.27,0.48,15,0.58,Light User,Generous Rater,Consistent (Low Variance),High Tagger
77058,667,667,4.1,0.62,387,0.58,Power User,Generous Rater,Consistent (Low Variance),High Tagger
98176,72,72,3.87,1.02,42,0.58,Regular User,Balanced Rater,Moderate Variance,High Tagger
130949,106,106,3.69,1.11,62,0.58,Regular User,Balanced Rater,Moderate Variance,High Tagger
24134,24,24,3.58,0.95,14,0.58,Light User,Balanced Rater,Moderate Variance,High Tagger
106433,26,26,3.77,0.77,15,0.58,Light User,Balanced Rater,Consistent (Low Variance),High Tagger
105996,33,33,4.14,0.68,19,0.58,Light User,Generous Rater,Consistent (Low Variance),High Tagger
33671,30,30,3.45,0.76,17,0.57,Light User,Critical Rater,Consistent (Low Variance),High Tagger
1629,463,463,3.62,0.79,262,0.57,Power User,Balanced Rater,Consistent (Low Variance),High Tagger
105873,30,30,4.12,0.64,17,0.57,Light User,Generous Rater,Consistent (Low Variance),High Tagger
124719,124,124,4.25,0.84,71,0.57,Regular User,Generous Rater,Moderate Variance,High Tagger
107921,293,293,3.14,0.94,167,0.57,Power User,Critical Rater,Moderate Variance,High Tagger
26831,320,320,3.25,1.05,183,0.57,Power User,Critical Rater,Moderate Variance,High Tagger
56959,23,23,3.85,1.11,13,0.57,Light User,Balanced Rater,Moderate Variance,High Tagger
121,92,92,4.34,0.96,52,0.57,Regular User,Generous Rater,Moderate Variance,High Tagger
1678,630,630,3.17,1.12,352,0.56,Power User,Critical Rater,Moderate Variance,High Tagger
108130,146,146,3.95,0.42,82,0.56,Regular User,Balanced Rater,Consistent (Low Variance),High Tagger
87372,39,39,3.95,0.68,22,0.56,Casual User,Balanced Rater,Consistent (Low Variance),High Tagger
78285,27,27,3.54,1.06,15,0.56,Light User,Balanced Rater,Moderate Variance,High Tagger
74718,41,41,3.35,0.89,23,0.56,Casual User,Critical Rater,Moderate Variance,High Tagger
28144,32,32,4.13,1.01,18,0.56,Light User,Generous Rater,Moderate Variance,High Tagger
105214,259,259,4.04,0.76,144,0.56,Power User,Generous Rater,Consistent (Low Variance),High Tagger
71833,353,353,2.82,0.91,197,0.56,Power User,Very Critical Rater,Moderate Variance,High Tagger
109085,32,32,4.17,1.03,18,0.56,Light User,Generous Rater,Moderate Variance,High Tagger
132656,136,136,3.87,0.61,76,0.56,Regular User,Balanced Rater,Consistent (Low Variance),High Tagger
134419,357,357,3.72,0.67,196,0.55,Power User,Balanced Rater,Consistent (Low Variance),High Tagger
83479,20,20,3.45,1.81,11,0.55,Light User,Critical Rater,Discriminating (High Variance),High Tagger
42029,704,704,3.58,0.75,385,0.55,Power User,Balanced Rater,Consistent (Low Variance),High Tagger
46431,47,47,3.61,1.29,26,0.55,Casual User,Balanced Rater,Discriminating (High Variance),High Tagger
127890,264,264,3.07,0.99,146,0.55,Power User,Critical Rater,Moderate Variance,High Tagger
106755,843,843,3.34,0.71,463,0.55,Power User,Critical Rater,Consistent (Low Variance),High Tagger
128250,165,165,3.3,1.12,90,0.55,Power User,Critical Rater,Moderate Variance,High Tagger
66455,605,605,3.61,0.73,334,0.55,Power User,Balanced Rater,Consistent (Low Variance),High Tagger
12014,38,38,3.61,1.36,21,0.55,Casual User,Balanced Rater,Discriminating (High Variance),High Tagger
104958,204,204,3.06,1.42,113,0.55,Power User,Critical Rater,Discriminating (High Variance),High Tagger
7671,200,200,3.73,0.93,110,0.55,Power User,Balanced Rater,Moderate Variance,High Tagger
53407,425,425,3.01,1.46,229,0.54,Power User,Critical Rater,Discriminating (High Variance),High Tagger
5421,24,24,4.02,0.96,13,0.54,Light User,Generous Rater,Moderate Variance,High Tagger
66843,71,71,3.95,1.07,38,0.54,Regular User,Balanced Rater,Moderate Variance,High Tagger
9263,216,216,4.17,0.76,117,0.54,Power User,Generous Rater,Consistent (Low Variance),High Tagger
120138,162,162,4,0.75,88,0.54,Power User,Generous Rater,Consistent (Low Variance),High Tagger
39859,147,147,3.13,0.92,79,0.54,Regular User,Critical Rater,Moderate Variance,High Tagger
126265,629,629,3.58,0.77,341,0.54,Power User,Balanced Rater,Consistent (Low Variance),High Tagger
2492,70,70,4.42,0.67,38,0.54,Regular User,Generous Rater,Consistent (Low Variance),High Tagger
86768,1205,1205,3.25,1.16,638,0.53,Power User,Critical Rater,Moderate Variance,High Tagger
86761,516,516,3.48,0.66,275,0.53,Power User,Critical Rater,Consistent (Low Variance),High Tagger
79095,64,64,2.88,0.93,34,0.53,Casual User,Very Critical Rater,Moderate Variance,High Tagger
7434,1086,1086,3.64,0.89,575,0.53,Power User,Balanced Rater,Moderate Variance,High Tagger
99506,97,97,4,0.69,51,0.53,Regular User,Generous Rater,Consistent (Low Variance),High Tagger
120816,55,55,3.5,0.78,29,0.53,Casual User,Balanced Rater,Consistent (Low Variance),High Tagger
102722,113,113,2.85,0.84,60,0.53,Regular User,Very Critical Rater,Moderate Variance,High Tagger
112199,130,130,3.57,1.02,69,0.53,Regular User,Balanced Rater,Moderate Variance,High Tagger
44613,448,448,3.11,0.82,236,0.53,Power User,Critical Rater,Moderate Variance,High Tagger
33285,23,23,3.96,0.83,12,0.52,Light User,Balanced Rater,Moderate Variance,High Tagger
25019,483,483,2.63,1.09,249,0.52,Power User,Very Critical Rater,Moderate Variance,High Tagger
71374,456,456,3.25,1.15,235,0.52,Power User,Critical Rater,Moderate Variance,High Tagger
111798,150,150,3.75,0.88,78,0.52,Regular User,Balanced Rater,Moderate Variance,High Tagger
60710,238,238,3.09,0.96,123,0.52,Power User,Critical Rater,Moderate Variance,High Tagger
18504,81,81,3.43,0.63,42,0.52,Regular User,Critical Rater,Consistent (Low Variance),High Tagger
1447,23,23,3.28,0.95,12,0.52,Light User,Critical Rater,Moderate Variance,High Tagger
114771,161,161,4.06,1.1,84,0.52,Power User,Generous Rater,Moderate Variance,High Tagger
78068,132,132,3.97,0.73,68,0.52,Regular User,Balanced Rater,Consistent (Low Variance),High Tagger
126589,54,54,2.85,0.53,28,0.52,Casual User,Very Critical Rater,Consistent (Low Variance),High Tagger
134578,48,48,3.06,1.11,25,0.52,Casual User,Critical Rater,Moderate Variance,High Tagger
52762,759,759,3.09,0.86,388,0.51,Power User,Critical Rater,Moderate Variance,High Tagger
3822,55,55,3.97,1.06,28,0.51,Casual User,Balanced Rater,Moderate Variance,High Tagger
123335,70,70,4.44,0.85,36,0.51,Regular User,Generous Rater,Moderate Variance,High Tagger
21817,279,279,3.52,1.05,141,0.51,Power User,Balanced Rater,Moderate Variance,High Tagger
134525,606,606,3.94,0.73,310,0.51,Power User,Balanced Rater,Consistent (Low Variance),High Tagger
80258,98,98,3.84,0.7,50,0.51,Regular User,Balanced Rater,Consistent (Low Variance),High Tagger
85518,152,152,3.81,0.54,77,0.51,Regular User,Balanced Rater,Consistent (Low Variance),High Tagger
33775,143,143,3.71,0.98,73,0.51,Regular User,Balanced Rater,Moderate Variance,High Tagger
505,123,123,4.02,0.7,63,0.51,Regular User,Generous Rater,Consistent (Low Variance),High Tagger
69470,590,590,3.68,0.74,296,0.50,Power User,Balanced Rater,Consistent (Low Variance),High Tagger
41020,30,30,3.58,0.99,15,0.50,Light User,Balanced Rater,Moderate Variance,High Tagger
73248,231,231,3.77,0.9,115,0.50,Power User,Balanced Rater,Moderate Variance,High Tagger
32239,115,115,3.45,1.34,57,0.50,Regular User,Critical Rater,Discriminating (High Variance),High Tagger
118335,24,24,3.71,1.03,12,0.50,Light User,Balanced Rater,Moderate Variance,High Tagger
53515,397,397,3.29,1.28,200,0.50,Power User,Critical Rater,Discriminating (High Variance),High Tagger
10929,24,24,3.94,0.94,12,0.50,Light User,Balanced Rater,Moderate Variance,High Tagger
